FID,BRG NO,STRUCTURE_,BRIDGE_NAM,DESCRIPTIO,DESCRIPT_1,DESCRIPT_2,FACI_TYPE_,OPER_STAT_,FEATUREREL,CURRENT_YN,BRDG_TYPE_,COMMENT_,Long,Lat
4730,1839,5762,28.54KM STH KEMPSEY,OVER ACCESS ROAD,PPLNK BRIDGE  SH10,AT TELEGRAPH POINT,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.804969999999997,-31.317899999600002
4731,3711,1591,DEADMANS GULLY BDGE,DEADMANS GULLY,BRIDGE (AB1),35.3KM W GUNNEDAH,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.063230000000004,-30.729774999600000
4732,7513,5945,WISEMANS FERRY RD,WISEMANS FERRY RD,PGIRD  BRIDGE S/B,66.45 K N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.288813000000005,-33.421904000100000
4733,6848,596,<Null>,SILVERWATER ROAD,BR ON F.4 OV MR-190,AT SILVERWATER,5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.043943000000013,-33.842792999600000
4734,7926,5166,PICTON RD BRIDGE,OVER MR513,BRIDGE ON MR95,9.37KM N WOLLONGONG,5,O,5/11/2015 0:00:00,Y,SBOXG, ,150.859206999999998,-34.365238000300003
4735,7250,1903,<Null>,TILBUSTER PONDS,BRIDGE ON SH09,22.2KM NTH ARMIDALE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.662470000000013,-30.337980000300000
4736,7418,1943,<Null>,UNNAMED CREEK,CULVERT ON SH11,16.07KM WEST GUNN,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.097849999999994,-31.006400000399999
4737,2252,7485,<Null>,CASINO SN186,LEVEL CROSSING SH16,1.47KM WEST CASINO,6,O,5/11/2015 0:00:00,Y,<Null>, ,153.036990000000003,-28.870340000399999
4738,6887,7309,ARMATREE BRIDGE,CASTLEREAGH RIVER,BRIDGE,38.78KM N GILGANDRA,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.512949999999989,-31.424519999600001
4739,10132,9473,<Null>,BORELLA ROAD,PEDESTRIAN UNDERPAS,ALBURY,4,O,5/11/2015 0:00:00,Y,CCULP, ,146.928650000000005,-36.075509999900000
4740,3676,1558,12.04K NTH QUIRINDI,UNNAMED CREEK,CULVERT ON SH29,NEAR QUIRINDI,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.618410000000011,-31.454929999899999
4741,6482,4032,<Null>,MURRIMBOOLA CK,BRIDGE,HARDEN,5,O,5/11/2015 0:00:00,Y,PUNIT, ,148.352969999999999,-34.550140000299997
4742,7832,683,<Null>,"OV SH13, AT NEVILLE",PEDESTRIAN BRIDGE,"STREET, SMITHFIELD",5,O,5/11/2015 0:00:00,Y,PBEAM, ,150.938459999999992,-33.855339999900004
4743,8792,7939,<Null>,CONNELS CREEK,BRIDGE ON SR76,3.49KM WEST RALEIGH,5,O,5/11/2015 0:00:00,Y,TDOOL, ,152.972589999999997,-30.466790000000000
4744,4733,6924,<Null>,UNNAMED CREEK,4 CELL CULVERT,38.96KM W NYNGAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.795649999999995,-31.547460000000001
4745,10979,10103,129.655KM,UNNAMED CK,4 PIPE CULVERT- F3,WAKEFIELD,4,O,5/11/2015 0:00:00,Y,CPIPE, ,151.532990000000012,-32.972099999599997
4746,9987,9031,<Null>,SH5,RD BR ON LEURA MALL,LEURA,8,O,5/11/2015 0:00:00,Y,PSUTG, ,150.331523000000004,-33.710794000000000
4747,8658,8772,<Null>,HILLSBOROUGH ROAD,PSUTG  BRIDGE N/B,5.23K N CHARLESTOWN,5,O,5/11/2015 0:00:00,Y,PSUTG, ,151.678931000000006,-32.958218000400002
4748,9936,9436,<Null>,LARLOR CR & SH PATH,BR ON M7EB,KINGS LANGLY,5,O,5/11/2015 0:00:00,Y,PSUTG, ,150.942139999999995,-33.746420000500002
4749,3388,1294,'GOANNA DOWNS' CULV,UNNAMED CREEK,4/1.5/1.1CCULV,28.56K N OF M/BROOK,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.863440999999995,-32.022466999999999
4750,2338,2306,<Null>,UNNAMED CREEK,CULVERT ON SR83,NORTH OF WHIPORIE,4,O,5/11/2015 0:00:00,Y,CCULV, ,152.987490000000008,-29.223430000299999
4751,9805,9306,<Null>,M5,RMP M7 SB TO CWV,PRESTONS,5,O,5/11/2015 0:00:00,Y,PPSBG, ,150.878531000000009,-33.952810999699999
4752,6311,4889,<Null>,OVER SH2 - S/B,N/B LOAD RAMP,AT SH3 INTERCHANGE,5,O,5/11/2015 0:00:00,Y,PBOXG, ,149.609659999999991,-34.802929999699998
4753,2689,926,20KM STH GLN INN,MAROWAN CREEK,BRIDGE 0N SH09,NEAR BEN LOMOND,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.723800000000011,-29.933959999900001
4754,8637,7766,22.61KM S COFF HARB,BELLINGER RIVER,BRIDGE ON SH10 N/B, RALEIGH DEVIATION,5,O,5/11/2015 0:00:00,Y,PTROG, ,153.002274999999997,-30.460423000100000
4755,57,49,<Null>,OV NARRABEEN LAKE,BR(NO2)ON P'WATER R,NORTH NARRABEEN,5,O,5/11/2015 0:00:00,Y,PUNIT, ,151.296619999999990,-33.707609999799999
4756,10962,10086,<Null>,UNNAMED CRK,2CELL CULV ON MR620,LEPPINGTON,4,A,5/11/2015 0:00:00,Y,<Null>, ,150.837457999999998,-33.951247999800003
4757,6082,4727,<Null>,RAILWAY LINE,BRIDGE OVER,AT COOMA,5,O,5/11/2015 0:00:00,Y,PUNIT, ,149.136320000000012,-36.243440000100001
4758,474,5307,AT POINT CLARE STN,MAIN NORTHERN RLY,SBEAM BRIDGE,8.49 K N BLACKWALL,5,O,5/11/2015 0:00:00,Y,SBEAM, ,151.326899999999995,-33.448599999700001
4759,7541,5120,<Null>,RAILWAY LINE,BRIDGE OVER,AT INGELARA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,149.168970000000002,-35.811680000000003
4760,5985,4639,<Null>,BROGO RIVER,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,SGIRD, ,149.826801999999986,-36.540220999699997
4761,2342,2310,35.60KM STH CASINO,SELECTION FLAT,BRIDGE ON SR83,NORTH OF WHIPORIE,5,O,5/11/2015 0:00:00,Y,PUNIT, ,152.991819999999990,-29.160499999700001
4762,4223,6449,<Null>,BARABADINE CREEK,CONCRETE BRIDGE,53KM N OF PARKES,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.192810000000009,-32.683770000000003
4763,965,4606,VICTORIA  BRIDGE,STONEQUARRY CREEK,TIMBER BRIDGE OVER,AT PICTON,5,O,5/11/2015 0:00:00,Y,TTRUS, ,150.611019999999996,-34.180160000000001
4764,4368,6584,<Null>,UNNAMED CREEK,4 CELL CULVERT,25.74KM SE GILGNDRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.866649999999993,-31.822620000099999
4765,8280,4298,<Null>,70.0 KM S GOULBURN,STOCK UNDERPASS,YASS BY-PASS,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.022500000000008,-34.835600000299998
4766,5054,7175,<Null>,UNNAMED CREEK,4 CELL CULVERT,238.3KM W COBAR,4,O,5/11/2015 0:00:00,Y,CCULV, ,143.491639999999990,-31.724700000100000
4767,8587,7748,<Null>,"HERALD, HAZLETT PAR",PED SUBWAY UNDER,MACQ FIELDS,4,O,5/11/2015 0:00:00,Y,SCULV, ,150.886708999999996,-33.998375999799997
4768,8812,7974,<Null>,UNNAMED CREEK,7 CELL PIPE CULVERT,86.11 KM N NARRABRI,4,O,5/11/2015 0:00:00,Y,CPIPE, ,149.824080000000009,-29.577279999999998
4769,7563,642,<Null>,OFF-LOAD RAMP NJF,PARRAMATTA VIADUCT,AT SPAN 20 OV LOC.R,5,O,5/11/2015 0:00:00,Y,PVSLB, ,151.018010000000004,-33.829169999699999
4770,9121,8275,<Null>,RESERVE CREEK #1,BRIDGE ON SH10,68.7KM NTH. BALLINA,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.523799999999994,-28.338569999699999
4771,9893,9389,<Null>,SH5,BR ON M7 NB,EASTERN CREEK,5,O,5/11/2015 0:00:00,Y,PSUTG, ,150.856449999999995,-33.789090000100003
4772,8744,7900,<Null>,UNNAMED CK,6/2.46/1.20 CCULP,6.25 K E WARNERVALE,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.476247999999998,-33.245427000299998
4773,3220,3363,<Null>, LACHLAN RIVER,"BR ON MR80, WIDENED",AT HILLSTON,5,O,5/11/2015 0:00:00,Y,SGIRD, ,145.531720000000007,-33.473879999600001
4774,8863,8023,<Null>,UNNAMED CK,BOX CULV ON M2,"WOODVALE, N EPPING",4,O,5/11/2015 0:00:00,Y,<Null>, ,151.095652999999999,-33.764954000199999
4775,7724,5988,<Null>,UNNAMED CK,4/1.82/0.48 CCULP,13.85K W MUSW'BROOK,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.764909999999986,-32.328192000500003
4776,286,244,<Null>,OV SH2,BR ON MR177,AT FIRST CROSSING,5,O,5/11/2015 0:00:00,Y,PSLAB, ,150.874619999999993,-33.966770000399997
4777,2361,2326,<Null>,OVER S.R.83,RAILWAY 0VERBRIDGE,0.48KM NTH KYOGLE,5,O,5/11/2015 0:00:00,Y,SGIRD, ,153.000689999999992,-28.615959999699999
4778,9836,9336,<Null>,COWPASTURE RD,BR ON M7 SB,HINCHINBROOK,5,O,5/11/2015 0:00:00,Y,PILBG, ,150.853149999999999,-33.919359999599997
4779,11093,10528,<Null>,UNDER HW4,STOCK UNDERPASS,1.3KM WEST OF BARRETT'S,4,O,5/11/2015 0:00:00,Y,CPIPE, ,149.553660000000008,-36.616720000100003
4780,292,249,<Null>,OVER PROSPECT CREEK,SOUTHBOUND BRIDGE,AT LANSDOWN,5,O,5/11/2015 0:00:00,Y,CBEAM, ,150.967199999999991,-33.890300000300002
4781,7952,5170,<Null>,OVER GREENHILLS RD,BRIDGE ON SH2-S/B,130.5KM S OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PTROG, ,150.354531000000009,-34.462615000200003
4782,8295,2654,<Null>,BYRON CK & RAILWAY,BRIDGE ON SH10 N/B,BANGALOW BYPASS,5,O,5/11/2015 0:00:00,Y,PGIRD, ,153.531749999999988,-28.680310000199999
4783,5883,3908,<Null>,BYGOO CREEK,CULVERT,0.56 W OF SH17,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.898680000000013,-34.359179999900000
4784,278,236,<Null>,UNNAMED CK,CULV ON SR 6004,PENRITH,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.689879998999999,-33.783139999600003
4785,3663,1546,3.81KM STH BARRABA,BARRABA CREEK,BRIDGE ON SR63,NEAR BARRABA,5,O,5/11/2015 0:00:00,Y,CSLAB, ,150.618359999999996,-30.411000000200001
4786,358,301,<Null>,WOODVILLE RD,OLD SOUTHRN RAIL BR,AT GRANVILLE,5,O,5/11/2015 0:00:00,Y,PMISC, ,151.004240000000010,-33.829420000299997
4787,1305,5311,<Null>,OV GRT.NTHN.RLY,PUNIT BRIDGE,18.9KM W OF NCLE,5,O,5/11/2015 0:00:00,Y,PUNIT, ,151.671570000000003,-32.810649999600003
4788,9232,8405,<Null>,UNNAMED CREEK,6 CELL CULVERT,44.3KM W WILCANNIA,4,O,5/11/2015 0:00:00,Y,CCULV, ,142.938919999999996,-31.599960000100001
4789,9433,8613,<Null>,UNNAMED CREEK,3 CELL CULVERT,5.4KM W EUGOWRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.304859999999991,-33.415699999600001
4790,32,27,<Null>,RAILWAY LINE,LEVEL CROSSING,AT LOFTUS SN6,6,O,5/11/2015 0:00:00,Y,<Null>, ,151.050702999999999,-34.051077000200003
4791,9508,8677,FARLOWS CREEP,UNDER SH10,STOCK UNDERPASS,STH. FARLOWS LANE,4,O,5/11/2015 0:00:00,Y,CCULV, ,153.219600000000014,-29.453940000399999
4792,4846,7024,<Null>,OURKE SN 775,LEVEL CROSSING AT B,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,145.936769999999996,-30.094880000000000
4793,9703,9059, KARUAH RIVER,KARUAH RIVER,PBOXG BRIDGE S/B,<Null>,5,O,5/11/2015 0:00:00,Y,PBOXG, ,151.956770000000006,-32.622230000199998
4794,10696,9817,<Null>,MACQUARIE RD,RAIL BR AT TUSCLM R,SPRINGWOOD,5,O,5/11/2015 0:00:00,Y,<Null>, ,150.575590000000005,-33.702790000100002
4795,10306,9517,<Null>,PINE CREEK WAY,BRIDGE ON SH10 S/B,94.9KM NTH KEMPSEY,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.027603999999997,-30.408530000100001
4796,6685,5043,DOUGLAS PARK BRIDGE,NEPEAN RIVER,S/B BRIDGE OVER,AT DOUGLAS PARK,5,O,5/11/2015 0:00:00,Y,PBOXG, ,150.712163000000004,-34.192417999600003
4797,7679,656,<Null>,OV PACIFIC HWY,PEDESTRIAN BRIDGE,AT GORDON,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.152535999999998,-33.755152999600000
4798,8912,8071,MCLEAN'S BRIDGE,RICHMOND RIVER,BRIDGE ON SR83,NORTH OF KYOGLE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.842860999999999,-28.447037999999999
4799,5585,3636, ,N OF COROWA SN398,LEVEL CROSSING 4.8K,LINE CLOSED 1/88,6,O,5/11/2015 0:00:00,Y, , ,146.417300000000012,-35.949600000399997
4800,6367,4927,<Null>,UNGANDORE SN233,LEVEL CROSSING AT B,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,149.446255000000008,-35.257008000299997
4801,8164,750,<Null>,OVER ONLOAD RAMP AT,BRIDGE ON GWH (SH5),"GOV'NRS DR,LAPSTONE",5,O,5/11/2015 0:00:00,Y,CSLAB, ,150.640170000000012,-33.766000000399998
4802,4658,6851,WARROO BRIDGE,LACHLAN RIVER,TIMBER BRIDGE,AT WARROO,5,O,5/11/2015 0:00:00,Y,XTRUS, ,147.581970000000013,-33.327470000399998
4803,7709,5975,FREEMANS I'CHANGE,MR220 OV F3 FREEWAY,PVSLB  BRIDGE,121.4KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PVSLB, ,151.491080000000011,-33.012239999599998
4804,7326,615,<Null>,SALT PAN CK,BR ON FAIRFORD RD,BANKSTOWN,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.037214000000006,-33.932564999800000
4805,2774,997,35.82KM W WARIALDA,UNNAMED CREEK,CULVERT ON SH12,NEAR GRAVESEND,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.258331999999996,-29.537122999699999
4806,2896,1101,<Null>,CLARKS GULLY,6 CELL CULVERT(AB1),12.15KM S OF MOREE,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.830060000000003,-29.565020000099999
4807,6902,601,<Null>,OVER SH5,PEDESTRIAN BRIDGE,AT LEURA SCHOOL,5,O,5/11/2015 0:00:00,Y,SBOXG, ,150.335889000000009,-33.711822000300003
4808,2765,7491,21.48KM W WARIALDA,EAST OF GRAVESEND,LEVEL CROSSING 4.8K,SN173,6,O,5/11/2015 0:00:00,Y,<Null>, ,150.376190000000008,-29.576489000199999
4809,5567,3619,<Null>,UNNAMED CREEK,CULVERT,13.1 S WEST WYALONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.150520000000000,-34.018650000100003
4810,9341,8542, ,UNNAMED CREEK,PIPE CULVERT SH10,NR. FIDDAMANS ROAD,4,O,5/11/2015 0:00:00,Y,CPIPE, ,153.173495226999989,-30.171256203100000
4811,5471,3530,<Null>,GILMORE CK & RLY,BRIDGE,AT S OF GILMORE,5,O,5/11/2015 0:00:00,Y,SBEAM, ,148.173069999999996,-35.335569999900002
4812,9182,8378,<Null>,UNNAMED CREEK,3 CELL CULVERT,20.2KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.949420000000003,-30.592050000400000
4813,4220,6446,<Null>,UNNAMED CREEK,3 CELL CULVERT,45.09KM N OF PARKES,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.208237999999994,-32.755556000399999
4814,4082,6313,<Null>,KELLYS CREEK,4 CELL CULVERT,23.84KM E GRENFELL,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.394740000000013,-33.933540000400001
4815,492,390,<Null>,SALT PAN CK,BR ON H LAWSON DR,PADSTOW,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.042890000000000,-33.962429999900003
4816,6688,564,<Null>,FISHERS GHOST CK,CULV ON SR 177,CAMPBELLTOWN,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.809660000000008,-34.072970000500000
4817,5633,3683,<Null>,UNNAMED CREEK,CULVERT,BRUCEDALE,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.414220000000000,-35.040370000099998
4818,10031,9101,WEST ST INTERCHANGE,OVER HW2 HUME,BRIDGE,WEST ST GUNDAGAI,5,O,5/11/2015 0:00:00,Y,PVSLB, ,148.107923000000000,-35.045406999699999
4819,11054,10597,<Null>,HW2,PIPE CULVERT UNDER,BETWEEN HODDLES CROSS RDS,4,O,5/11/2015 0:00:00,Y,CPIPE, ,150.232889999999998,-34.603620000399999
4820,8724,7887,ROUNDABOUT BRIDGE 2,SH1 AT OAK FLATS,BRIDGE NO. 2 OVER,INTERCHANGE,5,O,5/11/2015 0:00:00,Y,PVSLB, ,150.821169999999995,-34.573850000000000
4821,11425,10448,<Null>,UNNAMED CK,PIPE CULV ON GWH,BLACKTOWN,4,O,5/11/2015 0:00:00,Y,CCULP, ,150.891940000000005,-33.796660000000003
4822,3550,1445,<Null>,DUCK CREEK,8 CELL CULVERT,43.77KM S NARRABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.555544999999995,-30.658245000400001
4823,5666,3712,<Null>,YANCO SN345,LEVEL CROSSING AT,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,146.408839999999998,-34.605770000299998
4824,544,438,<Null>,KISSING POINT RD,CARLINGFORD RAIL BR,DUNDAS,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.034915000000012,-33.803111999999999
4825,4752,6942,<Null>,UNNAMED CREEK,6 CELL CULVERT,39.3KM W COBAR,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.432449999999989,-31.532689999700001
4826,3635,1522,<Null>,GINGHI CK,3/2.74 X 1.82 CCULV,22.51K W OF MERRIWA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.130290000000002,-32.113130000300004
4827,7697,5137,SPRING CREEK BRIDGE,SPRING CREEK,BRIDGE OVER,AT KIAMA,5,O,5/11/2015 0:00:00,Y,PVSLB, ,150.852177000000012,-34.661346000400002
4828,8608,7729,<Null>,U/BRADFIELD HWY,ARCH STRUCTURE,"ARGYLE ST, THE ROCK",5,O,5/11/2015 0:00:00,Y,CARCH, ,151.206320000000005,-33.858719999999998
4829,8780,8120,ELLA SIMON BRIDGE,MANNING STH CHANNEL,S/B PILBG BRIDGE,8.56 K N OF TAREE,5,O,5/11/2015 0:00:00,Y,PILBG, ,152.511340999999987,-31.919533999999999
4830,10827,9950,<Null>,UNNAMED CK,3 CELL CULVERT,20 METRE S OF HW 7,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.189089999999993,-33.375229999699997
4831,8431,4353,<Null>,OVER HW2 HUME,BRIDGE ON SH14 W/B,INTERCHANGE,5,O,5/11/2015 0:00:00,Y,PGIRD, ,147.794919999999991,-35.218279999600000
4832,7504,5116,<Null>,WILLOW TREE CREEK,S/B BRIDGE OVER,29.1KM S GOULBURN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.488753000000003,-34.897850999600003
4833,8003,7392,<Null>,OVER WHYLANDRA ST,RAILWAY BRIDGE,AT WEST DUBBO,5,O,5/11/2015 0:00:00,Y,SGIRD, ,148.597835000000003,-32.243488999599997
4834,10871,9994,KANNUNG BRIDGE,SWAMP CK,NB PPLNK BRIDGE,15.8KM NTH OF F3,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.482889999999998,-32.800659999899999
4835,10014,9084,CUT AND COVER STRUC,CCT AT BOURKE ST,EST DIS ENTR TUNNEL,WOOLLOOMOOLOO,8,O,5/11/2015 0:00:00,Y,<Null>, ,151.217839999999995,-33.873950000400001
4836,3507,1405,45.92KM WEST TAM,OVER UNNAMED CK,CULVERT ON SH11,NR SOMERTON,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.552740000000000,-30.944340000400000
4837,8354,790,<Null>,EHILLS RAILWAY,BR ON HEATHCOTE RD,AT HOLSWORTHY,5,O,5/11/2015 0:00:00,Y,PTROG, ,150.961960000000005,-33.963699999699998
4838,8936,8094,<Null>,UNDER SH3,STOCK UNDERPASS,AT MAC'S REEF ROAD,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.267201000000000,-35.178855999800000
4839,10302,9513,<Null>,OVER PACIFIC HWAY,FAUNA OVERPASS N/B,93.9KM NTH KEMPSEY,9,O,5/11/2015 0:00:00,Y,CARCH, ,153.024794000000014,-30.416741999799999
4840,9211,8401,<Null>,OAKEY CREEK,3/2.40/VAR CSLBP,117.0K N OF WINDSOR,4,O,5/11/2015 0:00:00,Y,CSLBP, ,150.841669999999993,-32.840180000399997
4841,9575,8737,<Null>,UNNAMED CREEK,5 CELL CULVERT,26.57KM W COBAR,4,O,5/11/2015 0:00:00,Y,CPIPE, ,145.560123000000004,-31.523194000099998
4842,3293,3423,<Null>,ARGOON CHANNEL,BRIDGE (IF3154),59.9 N JERILDERIE,5,O,5/11/2015 0:00:00,Y,CBEAM, ,145.852770001000010,-34.875200000000000
4843,11655,10791,<Null>,UNNAMED CREEK,PIPE CULVERT ON SH10,17.32KM NTH COFFS HARBOUR,4,O,5/11/2015 0:00:00,Y,CPIPE, ,153.175219999999996,-30.170170000100001
4844,3474,1373,<Null>,REEDY CREEK,BRIDGE ON SH11,15.41KM EAST WALCHA,5,O,5/11/2015 0:00:00,Y,CSLAB, ,151.734759999999994,-31.037079999800000
4845,10351,9562,<Null>,PACIFIC HIGHWAY,TWEED INT/CHANGE BRIDGE,NORTH OF KENNEDY DRIVE,5,O,5/11/2015 0:00:00,Y,PUNIT, ,153.520736999999997,-28.180014999699999
4846,10191,9260,<Null>,SECOND POND CR,NEW SH PTH BR MR184,ROUSE HILL,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.912542000000002,-33.677611999600003
4847,8450,7843,WOLLARDS CREEK,WOOLARDS CREEK,N/B  PPLNK BRIDGE,5.1 K N OF TAREE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.482399998999995,-31.937589999899998
4848,8096,5192,<Null>,CURROWAR CREEK,BRIDGE OVER,AT MILTON,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.424610000000001,-35.268210000200000
4849,7270,5898,SOUTH CREEK,SOUTH CK,PGIRD BRIDGE,7.87 K N OF BELMONT,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.643256000000008,-32.984311999699997
4850,11088,10523,<Null>,UNDER HW4,STOCK UNDERPASS,40M EAST OF BEMBOKA BR.,4,O,5/11/2015 0:00:00,Y,CPIPE, ,149.639070000000004,-36.663429999599998
4851,7905,697,<Null>,OVER F4,BR ON H'BUSH BAY DR,AT HOMEBUSH,5,O,5/11/2015 0:00:00,Y,PVSLB, ,151.070819999999998,-33.856739999900000
4852,1498,5494,<Null>,UNNAMED CREEK,2/3.36/1.52 CCULP,44.22K N MAYFIELD W,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.082091999999989,-32.765736999700003
4853,1082,846,<Null>,BULLIROY CREEK NO 2,6 CELL CULVERT,37KM N GULGONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.483800000000002,-32.085879999900001
4854,1709,5666,LEES BRIDGE,OURIMBAH CK,PGIRD BRIDGE S/B,3.81K E OF TUGGERAH,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.427894000000009,-33.325192000199998
4855,9972,9004,<Null>,UNDER SH09,FAUNA UNDERPASS,DEVILS PINCH DEVIA.,4,O,5/11/2015 0:00:00,Y,CARCH, ,151.670460999999989,-30.330418000200002
4856,1068,6162,<Null>,UNNAMED CREEK,4 CELL CULVERT,21.77K N OF GULGONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.521099999999990,-32.427849999700001
4857,6187,4819,<Null>,UNNAMED CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.012735999999990,-36.261835999699997
4858,476,376,<Null>,OV COCKLE CK,BR ON BOBBIN HEAD R,AT BOBBIN HEAD,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.159850000000006,-33.660689999699997
4859,9744,8916,<Null>,T WAY,PEDESTRIAN BRIDGE,PRAIRIEWOOD,5,O,5/11/2015 0:00:00,Y,CSLAB, ,150.896919999999994,-33.858865999700001
4860,2340,2308,<Null>,UNNAMED CREEK,CULVERT ON SR83,NORTH OF WHIPORIE,4,O,5/11/2015 0:00:00,Y,CCULV, ,152.987560000000002,-29.222590000000000
4861,10329,9540,CULVERT 102,UNNAMED CREEK,CULVERT ON H11,5.58KM WEST OF PORT,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.867590000000007,-31.456149999699999
4862,7940,6030,KILLAWARRA BRIDGE,MANNING RIVER,PBOXG BRIDGE,56.87K N GLOUCESTER,5,O,5/11/2015 0:00:00,Y,PBOXG, ,152.318096999999995,-31.919125999999999
4863,11124,10516,<Null>,UNDER CANBERRA AVENUE,PEDESTRIAN UNDERPASS,60M WEST OF THARWA RD,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.216690000000000,-35.356110000100003
4864,9957,8988,ISSAC ROSE BRIDGE,COOPERNOOK CREEK,TWIN BRIDGES N/B,21.10KM NORTH TAREE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.619720000000001,-31.827820000300001
4865,2257,2239,REID'S CREEK,REID'S CREEK,BRIDGE ON SH16,22.42KM WEST CASINO,5,O,5/11/2015 0:00:00,Y,CBEAM, ,152.847219999999993,-28.846829999600001
4866,9999,9049,<Null>,GORE HILL FWAY,RD BR ON RESERVE RD,ARTARMON,5,O,5/11/2015 0:00:00,Y,PBEAM, ,151.185484000000002,-33.813960000300000
4867,8072,736,<Null>,OV PENSHURST RD-LCL,BR ON TOLLWAY M.5,AT N OF NARWEE STN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.071719999999999,-33.943689999599997
4868,8464,7510,<Null>,UNNAMED CREEK,6 CELL CULVERT,2.85KM S FORBES,4,O,5/11/2015 0:00:00,Y,CCULP, ,147.987529999999992,-33.399830000300000
4869,4419,6632,<Null>,UNNAMED CR,4 CELL CULVERT,61.9K SW OF GULGONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.986970000000014,-32.477540000499999
4870,8796,7932,<Null>,BOGGY CK. OVERFLOW,CULVERT ON SH10,RALEIGH DEVIATION,4,O,5/11/2015 0:00:00,Y,CSLBP, ,153.002999999999986,-30.475800000400000
4871,9829,9327,<Null>,HOX&WLSN RDS& HB RK,BR ON M7 NB,HINCHINBROOK,5,O,5/11/2015 0:00:00,Y,PILBG, ,150.863869999999991,-33.926610000300002
4872,115,104,<Null>,ON GEN.HOLMES DRIVE,AIRPORT TUNNEL,AT MASCOT,8,O,5/11/2015 0:00:00,Y,CSLAB, ,151.177429999999987,-33.946000000399998
4873,10967,10091,NIXONS PARK,UNNAMMED CREEK,CULVERT,TEMORA,4,O,5/11/2015 0:00:00,Y,CCULP, ,147.548020000000008,-34.447999999899999
